# The audit baseline (tools/match/auditbaseline.py): what the name and comment audit of EA
# game code checked, fingerprinted at git tag audit-baseline-1 (every game function audited, 100%).
# baseline tag: audit-baseline-1
# One row per game function (kind fn) and per game source file (kind file: the comments outside
# functions, e.g. the unit header). audited_on: exact = the audit read byte-matching C; draft = it
# read our non-exact draft C (re-check the comments once the function matches). comments_sha /
# code_sha: hashes of the comments and of the comment-free code as audited. Not covered: struct
# field comments in headers (phase 3) and the names of globals, types, fields and parameters.
kind	address	unit	file	name	audited_on	tier	decision	comments	comments_sha	code_sha
fn	8000AB80	UMemPool	src/UMemPool.c	fn_8000AB80	exact	-	unnamed	1	9e8d29179ea7	6ae7983ca7ba
fn	8000ABE8	UMemPool	src/UMemPool.c	fn_8000ABE8	exact	-	unnamed	2	97a33b81e7b0	3d461fbd32d9
fn	8000AC5C	UMemPool	src/UMemPool.c	fn_8000AC5C	exact	-	unnamed	2	0caf679c9753	daa974ea5d38
fn	8000AD10	UMemPool	src/UMemPool.c	Vec_Copy	exact	T2	kept	1	b0a1c2b54f6b	abe1a1405f34
fn	8000AD34	UMemPool	src/UMemPool.c	fn_8000AD34	exact	-	unnamed	1	c59a6df95037	9500ee4c2e4f
fn	8000AD78	UMemPool	src/UMemPool.c	atan2f	exact	T1	kept	0	da39a3ee5e6b	15374457e08e
fn	8000AD9C	UMemPool	src/UMemPool.c	fabsf	exact	T1	kept	0	da39a3ee5e6b	f9eeb92fb7b4
fn	8000ADC0	UMemPool	src/UMemPool.c	fn_8000ADC0	exact	-	unnamed	1	446382249de0	793ef34a5ef6
fn	8000AE0C	UMemPool	src/UMemPool.c	fn_8000AE0C	exact	-	unnamed	1	56353e2ab242	93dec27d79a2
fn	8000AE28	UMemPool	src/UMemPool.c	fn_8000AE28	exact	-	unnamed	1	56353e2ab242	4f1097f67369
fn	8000AE48	UMemPool	src/UMemPool.c	fn_8000AE48	exact	-	unnamed	1	56353e2ab242	a917af2d24d1
fn	8000AE6C	UMemPool	src/UMemPool.c	fn_8000AE6C	exact	-	unnamed	1	56353e2ab242	14374d70d4e6
fn	8000AE94	UMemPool	src/UMemPool.c	fabs	exact	T2	kept	2	8cce05dc3329	7dbdd872f9cd
fn	8000AE9C	UMemPool	src/UMemPool.c	fn_8000AE9C	exact	-	unnamed	2	a4366e96d0af	07bbda06346c
fn	8000AF1C	UMemPool	src/UMemPool.c	fn_8000AF1C	exact	-	unnamed	0	da39a3ee5e6b	8ef90f5b28d0
fn	8000AF20	UMemPool	src/UMemPool.c	fn_8000AF20	exact	-	unnamed	0	da39a3ee5e6b	bf877c5d54dd
fn	8000AF58	UMemPool	src/UMemPool.c	fn_8000AF58	exact	-	unnamed	0	da39a3ee5e6b	a198c052cbb9
fn	8000AF7C	UMemPool	src/UMemPool.c	logf	exact	T2	kept	0	da39a3ee5e6b	17359768ef20
fn	8000AFA0	UMemPool	src/UMemPool.c	UMemPool_Create	exact	T2	kept	3	ef35d7c276ff	2807d9796b33
fn	8000B058	UMemPool	src/UMemPool.c	DeleteMemPool	exact	T1	renamed	0	da39a3ee5e6b	7e8e7667ef95
fn	8000B078	UMemPool	src/UMemPool.c	AllocPoolMem	exact	T1	renamed	1	39e3c2eafe7c	df4722e88307
fn	8000B0D4	UMemPool	src/UMemPool.c	ReturnPoolMem	exact	T1	renamed	1	fbd6ff36685e	587b9c4a28ea
fn	800486F4	UObject	src/UObject.c	fn_800486F4	exact	-	unnamed	2	ae25638faf53	b99210128955
fn	80048804	UObject	src/UObject.c	fn_80048804	exact	-	unnamed	0	da39a3ee5e6b	b1a6cb0eb175
fn	80048808	UObject	src/UObject.c	fn_80048808	exact	-	unnamed	1	34d5cd44660f	bbd6323052fc
fn	80048860	UObject	src/UObject.c	fn_80048860	exact	-	unnamed	1	7ff171ad9a67	bbb81b182f69
fn	80048894	UObject	src/UObject.c	fn_80048894	exact	-	unnamed	0	da39a3ee5e6b	55e29035c478
fn	800488B4	UObject	src/UObject.c	fn_800488B4	draft	-	unnamed	2	1ce0045035b9	c9fcd007a75c
fn	80048A84	UObject	src/UObject.c	fn_80048A84	exact	-	unnamed	0	da39a3ee5e6b	ec08b778b964
fn	80048AC4	UObject	src/UObject.c	fn_80048AC4	exact	-	unnamed	1	fae313b4336b	0ab6c448f82f
fn	80048AD4	UObject	src/UObject.c	fn_80048AD4	exact	-	unnamed	0	da39a3ee5e6b	c665fab06524
fn	80048AE8	UObject	src/UObject.c	fn_80048AE8	exact	-	unnamed	1	78634a56d2c2	8c112f041cbe
fn	80045D18	UObject3D	src/UObject3D.c	fn_80045D18	exact	-	unnamed	2	2f68d8a858b8	cd98f864fef5
fn	80045D5C	UObject3D	src/UObject3D.c	fn_80045D5C	exact	-	unnamed	1	c087e42fa99f	c0e8d8e61aa4
fn	80045D80	UObject3D	src/UObject3D.c	fn_80045D80	exact	-	unnamed	2	577c94757da3	aea66d9e3238
fn	80045E3C	UObject3D	src/UObject3D.c	fn_80045E3C	exact	-	unnamed	1	d74f88cfd8cc	5637db8a3cd0
fn	80045E40	UObject3D	src/UObject3D.c	fn_80045E40	exact	-	unnamed	0	da39a3ee5e6b	f0cc4f0929c3
fn	80045E60	UObject3D	src/UObject3D.c	fn_80045E60	exact	-	unnamed	0	da39a3ee5e6b	cd0a571fc442
fn	80045E80	UObject3D	src/UObject3D.c	fn_80045E80	exact	-	unnamed	0	da39a3ee5e6b	4dc2444fa7e1
fn	80045EA0	UObject3D	src/UObject3D.c	fn_80045EA0	exact	-	unnamed	0	da39a3ee5e6b	53d0e0901269
fn	80045EC0	UObject3D	src/UObject3D.c	fn_80045EC0	exact	-	unnamed	3	7ce1a8633cf4	d6a2b8bafd1e
fn	80045F14	UObject3D	src/UObject3D.c	fn_80045F14	exact	-	unnamed	0	da39a3ee5e6b	1f3a8f0494aa
fn	80045F18	UObject3D	src/UObject3D.c	fn_80045F18	exact	-	unnamed	0	da39a3ee5e6b	577f12f27de4
fn	80045F38	UObject3D	src/UObject3D.c	fn_80045F38	exact	-	unnamed	1	06ff5405c9a1	dfcfbd5a211d
fn	80045F50	UObject3D	src/UObject3D.c	fn_80045F50	exact	-	unnamed	0	da39a3ee5e6b	bb45064748e7
fn	80045F5C	UObject3D	src/UObject3D.c	fn_80045F5C	exact	-	unnamed	0	da39a3ee5e6b	be25530b7fa4
fn	80045F6C	UObject3D	src/UObject3D.c	fn_80045F6C	exact	-	unnamed	0	da39a3ee5e6b	05e92f708ccd
fn	8000C624	UStream	src/UStream.c	UStream_ReleaseBuffer	exact	T2	kept	2	504e6caecef4	928c415a30fc
fn	8000C66C	UStream	src/UStream.c	UStream_StartRead	exact	T2	kept	1	d632987e0bd9	3fbdf4b7e34b
fn	8000C77C	UStream	src/UStream.c	UStream_ReadDone	exact	T2	kept	3	15768f733792	cb9f185e7782
fn	8000C960	UStream	src/UStream.c	UStream_SetAutoRead	exact	T2	kept	0	da39a3ee5e6b	c211a29d5d8f
fn	8000C968	UStream	src/UStream.c	UStream_BeginObject	exact	T2	kept	3	24646aed69e9	220f852245db
fn	8000CAF8	UStream	src/UStream.c	UStream_RetireCurrentBuffer	exact	T2	kept	2	8009384556ad	a57ab285e7a4
fn	8000CB7C	UStream	src/UStream.c	UStream_FinishObject	exact	T2	kept	1	16a075ad994e	9a339a22db69
fn	8000CBFC	UStream	src/UStream.c	UStream_PumpBuffers	exact	T2	kept	2	7187bf6919f3	02c9543437f9
fn	8000CD60	UStream	src/UStream.c	UStream_StripStreamExt	exact	T2	kept	1	4115b38df3df	902ec4bc319b
fn	8000CDEC	UStream	src/UStream.c	UStream_Decompress	exact	T2	kept	8	26330e24072e	5f57cbaf9290
fn	8000D0E0	UStream	src/UStream.c	UStream_Fill	exact	T2	kept	0	da39a3ee5e6b	20bf2f9358de
fn	8000D140	UStream	src/UStream.c	UStream_Copy	exact	T2	kept	4	b62eb81895c5	afde3ce836d7
fn	8000D4CC	UStream	src/UStream.c	UStream_AddBufferRef	exact	T2	kept	1	89e331a26c7e	1f36376f525d
fn	8000D4EC	UStream	src/UStream.c	UStream_NullCallback	exact	T2	kept	0	da39a3ee5e6b	8571ccba5f34
fn	8000D4F0	UStream	src/UStream.c	Stream_ParseBufs	draft	T1	renamed	8	14c1b878060d	a89109e04d5d
fn	8000D9A4	UStream	src/UStream.c	fn_8000D9A4	exact	D	demoted	1	e68f498c6b31	d54ffd584f6e
fn	8000D9A8	UStream	src/UStream.c	UStream_OpenFile	exact	T2	kept	1	888207364eaa	891868754667
fn	8000DA2C	UStream	src/UStream.c	UStream_NextFile	exact	T2	kept	1	6f29f58e04ff	90b0df64609c
fn	8000DA94	UStream	src/UStream.c	UStream_NextObject	exact	T2	kept	1	ad1a719009d9	9eefaa6910fa
fn	8000DB7C	UStream	src/UStream.c	UStream_Update	draft	T2	kept	4	97c5a5117dc3	5ae1ea51c19a
fn	8000DE54	UStream	src/UStream.c	UStream_ReleaseObjectBuffer	exact	T2	kept	1	aebe45e8cd23	7c21eb6ea1c3
fn	8000DF0C	UStream	src/UStream.c	UStream_Stop	exact	T2	kept	2	cb0f067fc643	1217fcbfa7e4
fn	8000DF50	UStream	src/UStream.c	UStream_CloseAll	exact	T2	kept	2	4c679c9c0a5b	f85b24afab48
fn	8000E004	UStream	src/UStream.c	UStream_Close	exact	T2	kept	2	74c4dd73c8d8	1c80e64d2e35
fn	8000E148	UStream	src/UStream.c	Stream_OpenStreamFiles	exact	T1	renamed	1	c406230d9f9a	f2ca49335944
fn	8000E254	UStream	src/UStream.c	Stream_OpenStreamFile	exact	T1	renamed	1	90a9dd6aac3d	872fcf3937ef
fn	8000E2B0	UStream	src/UStream.c	Stream_RegisterLoadChunkCallback	exact	T1	renamed	1	2f5a8af8e173	1a7053753aa6
fn	8000E358	UStream	src/UStream.c	Stream_UnregisterLoadChunkCallback	exact	T1	renamed	1	938f082fae59	1024cc6af412
fn	8000E4E0	UStream	src/UStream.c	UStream_AllocBuffers	exact	T2	kept	1	e2a694f80900	347b21740f83
fn	8000E51C	UStream	src/UStream.c	UStream_FreeBuffers	exact	T2	kept	0	da39a3ee5e6b	31211a59a5ce
fn	8000E550	UStream	src/UStream.c	UStream_Init	exact	T2	kept	1	9066461fbdbf	7c11802db1a8
fn	8000E708	UStream	src/UStream.c	fn_8000E708	exact	-	unnamed	2	8c6760cacc3c	ad8248d75a66
fn	8000E790	UStream	src/UStream.c	Stream_StreamLoadFixedSize	exact	T1	renamed	2	13ab4fd8ec8f	8a79eb667682
fn	8000E81C	UStream	src/UStream.c	fn_8000E81C	exact	-	unnamed	1	775ccb5402fa	03bd82b51392
fn	800BAD60	VecMath	src/VecMath.c	fn_800BAD60	exact	-	unnamed	3	67ed693c4557	f1a71db77edc
fn	800BADB4	VecMath	src/VecMath.c	fn_800BADB4	exact	-	unnamed	1	3496d3da0630	3a45bc990293
fn	800BADF8	VecMath	src/VecMath.c	fn_800BADF8	exact	-	unnamed	1	14cfdfe16c49	438af451657e
fn	800BAE5C	VecMath	src/VecMath.c	fn_800BAE5C	exact	-	unnamed	1	5d070ce78e78	6a91b7e284c0
fn	800BAEB0	VecMath	src/VecMath.c	Vec_Normalize	exact	T2	kept	1	ce9d2a4cc438	5bfa5278a3f4
fn	800BAF04	VecMath	src/VecMath.c	fn_800BAF04	exact	-	unnamed	1	44c798bc005c	e5f1bdddff21
fn	800BAF58	VecMath	src/VecMath.c	fn_800BAF58	exact	-	unnamed	1	7f03af54f9c3	34e582bf4ff8
fn	800BAFC0	VecMath	src/VecMath.c	fn_800BAFC0	exact	-	unnamed	1	8b7986fe94fd	6feb201922b0
fn	800BB028	VecMath	src/VecMath.c	fn_800BB028	exact	-	unnamed	1	b9e3794d937a	9b52fa59013b
fn	800BB050	VecMath	src/VecMath.c	Vec_Distance	exact	T1	kept	1	42924de702ae	b14d136766b8
fn	80016CB8	ViewController	src/ViewController.c	fn_80016CB8	exact	-	unnamed	0	da39a3ee5e6b	0f7368c13ae2
fn	80016CD8	ViewController	src/ViewController.c	fn_80016CD8	exact	-	unnamed	0	da39a3ee5e6b	b7b50cd5c7a2
fn	80016CF4	ViewController	src/ViewController.c	fn_80016CF4	exact	-	unnamed	0	da39a3ee5e6b	dba13a49c84f
fn	80016CFC	ViewController	src/ViewController.c	fn_80016CFC	exact	-	unnamed	0	da39a3ee5e6b	f9a922d9bd40
fn	80016D10	ViewController	src/ViewController.c	fn_80016D10	exact	-	unnamed	0	da39a3ee5e6b	0b6b5c15cfa3
fn	80016D18	ViewController	src/ViewController.c	fn_80016D18	exact	-	unnamed	2	e689c96662a0	25a7fa3ffbdc
fn	80016E28	ViewController	src/ViewController.c	fn_80016E28	exact	-	unnamed	0	da39a3ee5e6b	9259a94a5118
fn	80016E3C	ViewController	src/ViewController.c	fn_80016E3C	exact	-	unnamed	1	33e044293e98	54854ae3e9bf
fn	80016E90	ViewController	src/ViewController.c	fn_80016E90	exact	-	unnamed	1	02f992291a56	60022ad6f1d0
fn	80017004	ViewController	src/ViewController.c	fn_80017004	exact	-	unnamed	0	da39a3ee5e6b	7732f6095d5c
fn	80017028	ViewController	src/ViewController.c	fn_80017028	exact	-	unnamed	0	da39a3ee5e6b	38479678fd9f
fn	8001704C	ViewController	src/ViewController.c	fn_8001704C	exact	-	unnamed	0	da39a3ee5e6b	a3cbf4e4aa3b
fn	8001707C	ViewController	src/ViewController.c	fn_8001707C	exact	-	unnamed	0	da39a3ee5e6b	a3b0fd24b35f
fn	800170A0	ViewController	src/ViewController.c	fn_800170A0	exact	-	unnamed	0	da39a3ee5e6b	b833afb27d03
fn	800170C4	ViewController	src/ViewController.c	fn_800170C4	exact	-	unnamed	0	da39a3ee5e6b	2b2f7336354d
fn	800170F4	ViewController	src/ViewController.c	fn_800170F4	exact	-	unnamed	1	4c4f7047ce67	b8fc0544b2db
fn	80017158	ViewController	src/ViewController.c	fn_80017158	exact	-	unnamed	0	da39a3ee5e6b	ffad044a0776
fn	800171B0	ViewController	src/ViewController.c	fn_800171B0	exact	-	unnamed	1	815afc46088d	22c7e7cc859b
fn	800171D8	ViewController	src/ViewController.c	fn_800171D8	exact	-	unnamed	0	da39a3ee5e6b	6b8821e80ae9
fn	80017208	ViewController	src/ViewController.c	fn_80017208	exact	-	unnamed	2	bb96f7ba9232	e9c6a8ddff93
fn	8001728C	ViewController	src/ViewController.c	fn_8001728C	exact	-	unnamed	0	da39a3ee5e6b	85a26e335557
fn	800172B4	ViewController	src/ViewController.c	fn_800172B4	exact	-	unnamed	0	da39a3ee5e6b	c11386d252ab
fn	800172BC	ViewController	src/ViewController.c	fn_800172BC	exact	-	unnamed	0	da39a3ee5e6b	be47eefe1cf8
fn	800172C4	ViewController	src/ViewController.c	fn_800172C4	exact	-	unnamed	0	da39a3ee5e6b	ba25988477c9
fn	80017314	ViewController	src/ViewController.c	fn_80017314	exact	-	unnamed	0	da39a3ee5e6b	103f3e106f9c
fn	8001731C	ViewController	src/ViewController.c	fn_8001731C	exact	-	unnamed	0	da39a3ee5e6b	e0336e407bb6
fn	80071AD0	animblender	src/animblender.c	fn_80071AD0	exact	-	unnamed	1	04587fb8607e	a0e2bd0350eb
fn	80071B94	animblender	src/animblender.c	fn_80071B94	exact	-	unnamed	1	577ac7e737e2	a19511b85ae1
fn	80071C28	animblender	src/animblender.c	fn_80071C28	exact	-	unnamed	2	802256033b29	f970f0b15629
fn	80071F58	animblender	src/animblender.c	fn_80071F58	exact	-	unnamed	3	664119d49c5d	5e65b4b4a413
fn	800720C8	animblender	src/animblender.c	fn_800720C8	exact	-	unnamed	6	30ed6bb98b36	284fd7b83683
fn	800723E8	animblender	src/animblender.c	fn_800723E8	exact	-	unnamed	2	254382810795	3b7264553eb2
fn	800724C0	animblender	src/animblender.c	fn_800724C0	exact	-	unnamed	2	a3581c6e74c6	d677158ef4f9
fn	800725BC	animblender	src/animblender.c	fn_800725BC	exact	-	unnamed	1	ddda0bc1052f	6c9945a5ae9a
fn	8007260C	animblender	src/animblender.c	fn_8007260C	exact	-	unnamed	5	55c1b42067d9	37ef3e853eac
fn	8007286C	animblender	src/animblender.c	fn_8007286C	exact	-	unnamed	1	1a1f5c370924	fd165685994a
fn	800728D8	animblender	src/animblender.c	fn_800728D8	exact	-	unnamed	1	c6494e75c580	55a5ccbe813c
fn	80072938	animblender	src/animblender.c	fn_80072938	exact	-	unnamed	1	d0beb0c5ab6b	289d29f5949d
fn	80072980	animblender	src/animblender.c	fn_80072980	exact	-	unnamed	4	dd1ef355376d	9f0a7ada77ac
fn	80072ACC	animblender	src/animblender.c	fn_80072ACC	exact	-	unnamed	5	c837eb3fc556	242318abfc27
fn	80072CB8	animblender	src/animblender.c	fn_80072CB8	exact	-	unnamed	1	e8bea8550ae3	b9120c9fd44e
fn	80072D90	animblender	src/animblender.c	fn_80072D90	exact	-	unnamed	1	4aaecff1ab85	d8ae975c5a71
fn	80072ED8	animblender	src/animblender.c	SKATime_Update	exact	T1	renamed	5	5c61078b386a	342661f01a27
fn	80073108	animblender	src/animblender.c	SKATime_Idle	exact	T1	renamed	3	8541717a46b4	67228b62b91c
fn	8007325C	animblender	src/animblender.c	fn_8007325C	exact	-	unnamed	1	59d465efd76f	bf6a43622898
fn	8007326C	animblender	src/animblender.c	SKATime_UnPause	exact	T1	renamed	0	da39a3ee5e6b	4b8e3f25578c
fn	8007327C	animblender	src/animblender.c	Anim_SetTime	exact	T2	kept	0	da39a3ee5e6b	6750a7b1c85e
fn	800732B8	animblender	src/animblender.c	fn_800732B8	exact	-	unnamed	1	8f5f9362fb05	33972126901a
fn	800732F4	animblender	src/animblender.c	fn_800732F4	exact	-	unnamed	6	1d738d9822ea	6d37cc69c261
fn	800734A0	animblender	src/animblender.c	fn_800734A0	exact	-	unnamed	1	9494dab110fb	1e0a6e595158
fn	800734D0	animblender	src/animblender.c	fn_800734D0	exact	-	unnamed	1	4cbe4d9f9711	f4ebef99dc6f
fn	80073554	animblender	src/animblender.c	fn_80073554	exact	-	unnamed	1	cf40126d80f3	fa8da5c500d9
fn	80073610	animblender	src/animblender.c	fn_80073610	exact	-	unnamed	1	f8a8d907db95	7a91bcd32b6d
fn	800736D8	animblender	src/animblender.c	fn_800736D8	draft	-	unnamed	3	e11374e1c501	f001102b362b
fn	800737B4	animblender	src/animblender.c	fn_800737B4	exact	-	unnamed	2	f6248041ae6d	6dd0969d4e7c
fn	80017508	char	src/char.c	fn_80017508	exact	-	unnamed	2	2fb45cbadb38	c4dfd989c229
fn	800175B0	char	src/char.c	fn_800175B0	exact	-	unnamed	2	fe8eb3973efd	78febdca95a0
fn	80017678	char	src/char.c	fn_80017678	exact	-	unnamed	3	05e1d21a7d11	63bf61d22509
fn	800176E8	char	src/char.c	Char_SetClip	exact	T2	kept	3	4b16d95487e2	d4476ddec23a
fn	800177A0	char	src/char.c	fn_800177A0	exact	-	unnamed	2	82bbee097f8c	9439c0733a43
fn	80017864	char	src/char.c	fn_80017864	exact	-	unnamed	1	4512c549751f	543ce2d3c101
fn	800178C8	char	src/char.c	Character_UpdateFeetTerrainInfo	exact	T1	kept	3	7eb339d23149	4e412087584c
fn	80017A40	char	src/char.c	Character_GetTerrainHeightAndNormal	exact	T1	kept	5	055b26a10ce7	5ce143402cd3
fn	80017BB8	char	src/char.c	Character_UpdateTestPoints	exact	T1	kept	3	7d03b8228e15	bcfcccca3f78
fn	80017DDC	char	src/char.c	fn_80017DDC	draft	-	unnamed	3	1b9d3fe955bb	4f50600e5311
fn	80017EF4	char	src/char.c	Character_UpdateAnimation	exact	T1	kept	7	df1a2380555f	19ac68a471ca
fn	80018484	char	src/char.c	fn_80018484	exact	-	unnamed	2	eb387d2d7fcb	4236324468cc
fn	800184E4	char	src/char.c	fn_800184E4	exact	-	unnamed	3	35658d57dfb0	2f38917dbf98
fn	80018710	char	src/char.c	fn_80018710	exact	-	unnamed	2	7948de5f1032	13c0d990c0a6
fn	800187CC	char	src/char.c	Character_PlaceFeetOnGround	draft	T1	kept	3	ae71458f7c6b	2fc55b3c48dc
fn	8001899C	char	src/char.c	fn_8001899C	exact	-	unnamed	2	4c01b90ac693	c6be3b6af480
fn	80018B8C	char	src/char.c	Character_IKLegToGround	exact	T1	kept	8	05eca811fc34	76cdb51231d4
fn	80019234	char	src/char.c	Character_SetPosition	exact	T1	kept	2	80620913ad9a	090dabb84b10
fn	800192D4	char	src/char.c	fn_800192D4	exact	-	unnamed	2	f34a6246de6d	62f4b6b3ba0e
fn	80019358	char	src/char.c	fn_80019358	exact	-	unnamed	3	ce8393ebaf93	0af7b145b311
fn	8001942C	char	src/char.c	fn_8001942C	exact	-	unnamed	2	aa7cc04521c0	dc00daabeec8
fn	80019648	char	src/char.c	fn_80019648	exact	-	unnamed	0	da39a3ee5e6b	857a480f4a9b
fn	8001966C	char	src/char.c	fn_8001966C	exact	-	unnamed	2	74e9b56013a3	4f348de8827f
fn	8001971C	char	src/char.c	fn_8001971C	exact	-	unnamed	1	6f1c9de4d78a	fb763bdf2e65
fn	80019798	char	src/char.c	fn_80019798	draft	-	unnamed	5	9a70a73b1b90	f5f91fa92e0d
fn	80019C1C	char	src/char.c	fn_80019C1C	exact	-	unnamed	0	da39a3ee5e6b	aa402e61188e
fn	80019C84	char	src/char.c	fn_80019C84	exact	-	unnamed	0	da39a3ee5e6b	3e6e113b2a40
fn	80019CEC	char	src/char.c	fn_80019CEC	exact	-	unnamed	0	da39a3ee5e6b	d03bf07e59a7
fn	80019D64	char	src/char.c	fn_80019D64	exact	-	unnamed	2	4569a1f3f7ab	a6fde2835cbd
fn	80019DE8	char	src/char.c	fn_80019DE8	draft	-	unnamed	3	795d9651f7e0	7a2af0282dfb
fn	80019E80	char	src/char.c	fn_80019E80	exact	-	unnamed	1	df3b20fcd71d	c2ae342f6614
fn	80019EF4	char	src/char.c	fn_80019EF4	draft	-	unnamed	4	58d0777664c7	01129b12cbef
fn	8001A024	char	src/char.c	fn_8001A024	exact	-	unnamed	2	f563434cd003	8c93393132a3
fn	8001A0FC	char	src/char.c	fn_8001A0FC	exact	-	unnamed	0	da39a3ee5e6b	a788e4af63da
fn	8001A14C	char	src/char.c	fn_8001A14C	draft	-	unnamed	5	c6585eaab01f	e21d1fc88bf9
fn	8001A20C	char	src/char.c	fn_8001A20C	exact	-	unnamed	0	da39a3ee5e6b	802936f3941a
fn	8001A288	char	src/char.c	fn_8001A288	exact	-	unnamed	1	21512f2cec03	3d787e1d1b0e
fn	8001A33C	char	src/char.c	fn_8001A33C	exact	-	unnamed	1	f16f59e956ff	0308e9f879ab
fn	8001A3B0	char	src/char.c	fn_8001A3B0	exact	-	unnamed	1	571e5e6496bc	197b41327f0c
fn	8001A418	char	src/char.c	fn_8001A418	exact	-	unnamed	1	70b0b082134c	9800b7d64400
fn	8001A484	char	src/char.c	fn_8001A484	exact	-	unnamed	1	e68628d3df7c	8e3e61d2db57
fn	8001A488	char	src/char.c	fn_8001A488	exact	-	unnamed	0	da39a3ee5e6b	8a9de8dcd859
fn	8001A4BC	char	src/char.c	fn_8001A4BC	exact	-	unnamed	2	eacd2c5a729e	5b52fe76f5a2
fn	8001A58C	char	src/char.c	fn_8001A58C	exact	-	unnamed	5	88cc3a0fc002	183148a959f2
fn	8001A73C	char	src/char.c	fn_8001A73C	exact	-	unnamed	0	da39a3ee5e6b	ac23c019852b
fn	8001A75C	char	src/char.c	fn_8001A75C	exact	-	unnamed	3	248a84cbdf7c	aa486668050a
fn	8001A798	char	src/char.c	fn_8001A798	exact	-	unnamed	0	da39a3ee5e6b	5ad56b5a7003
fn	8001A7C8	char	src/char.c	fn_8001A7C8	exact	-	unnamed	0	da39a3ee5e6b	adae90b95587
fn	8001A7F0	char	src/char.c	fn_8001A7F0	exact	-	unnamed	1	db34b5ae6ebf	24836691e059
fn	8001A81C	char	src/char.c	fn_8001A81C	exact	-	unnamed	2	821122173d3e	17060588ab91
fn	8001A870	char	src/char.c	fn_8001A870	exact	-	unnamed	2	f15dfdb9f5f3	241c6674cc99
fn	8001A920	char	src/char.c	fn_8001A920	exact	-	unnamed	3	616130cc1bae	bf533b36276e
fn	8001A9F4	char	src/char.c	fn_8001A9F4	exact	-	unnamed	10	c4d168b76daf	f222bfa949c4
fn	8001B1DC	char	src/char.c	fn_8001B1DC	exact	-	unnamed	0	da39a3ee5e6b	9dfa9cfafb3c
fn	8001B1E8	char	src/char.c	fn_8001B1E8	exact	-	unnamed	0	da39a3ee5e6b	a62b0b0dae13
fn	8001B208	char	src/char.c	fn_8001B208	exact	-	unnamed	2	73b5be1d212f	9d1fe1b05dc0
fn	8001B58C	char	src/char.c	fn_8001B58C	exact	-	unnamed	2	55e680c1e970	882792bebc58
fn	8001B644	char	src/char.c	fn_8001B644	exact	-	unnamed	1	5d5ffb9c8f56	3389840c1c4c
fn	8001B878	char	src/char.c	fn_8001B878	exact	-	unnamed	3	be5684650970	9f8880129a97
fn	8001BA74	char	src/char.c	fn_8001BA74	exact	-	unnamed	5	8dff3d50b7bc	7a40da8441e1
fn	8001BBD8	char	src/char.c	fn_8001BBD8	exact	-	unnamed	3	9b6f445a492f	50723117b49a
fn	8001BC8C	char	src/char.c	fn_8001BC8C	exact	-	unnamed	1	b4a0e72fbf2a	dd288706cfeb
fn	8001BD18	char	src/char.c	fn_8001BD18	exact	-	unnamed	3	b3bf72796fdf	5bde433b2ddd
fn	8001BE88	char	src/char.c	fn_8001BE88	exact	-	unnamed	2	1f4746d82eca	14db7b9313cd
fn	8001C0E0	char	src/char.c	fn_8001C0E0	exact	-	unnamed	3	2bc02e1a16d4	0f7e21096587
fn	8001C21C	char	src/char.c	fn_8001C21C	exact	-	unnamed	1	ac435ad2a7de	1c1b824c83f2
fn	8001C254	char	src/char.c	fn_8001C254	exact	-	unnamed	0	da39a3ee5e6b	c53de644235b
fn	8001C2B4	char	src/char.c	fn_8001C2B4	exact	-	unnamed	0	da39a3ee5e6b	1bf7d2ce6209
fn	8001C2E4	char	src/char.c	fn_8001C2E4	exact	-	unnamed	0	da39a3ee5e6b	d0a5141b9d7a
fn	8001C304	char	src/char.c	fn_8001C304	exact	-	unnamed	0	da39a3ee5e6b	ab7ab65d73d5
fn	8001C350	char	src/char.c	fn_8001C350	exact	-	unnamed	0	da39a3ee5e6b	94852e0bde97
fn	8001C37C	char	src/char.c	fn_8001C37C	exact	-	unnamed	5	f50b9527718a	d0aa10d521ac
fn	8001C468	char	src/char.c	fn_8001C468	exact	-	unnamed	1	13da74402daf	6089c895abd4
fn	8001C518	char	src/char.c	fn_8001C518	exact	-	unnamed	1	8ca30a9bf69a	290b92939df1
fn	8001C558	char	src/char.c	fn_8001C558	exact	-	unnamed	1	06518501106c	48ed5168e1c7
fn	8001C584	char	src/char.c	fn_8001C584	exact	-	unnamed	1	89f3830c15c4	5906cc98b409
fn	8001C5B4	char	src/char.c	fn_8001C5B4	exact	-	unnamed	1	9287f223d5e0	464a6cc129b3
fn	8001C650	char	src/char.c	fn_8001C650	exact	-	unnamed	0	da39a3ee5e6b	0dd300151427
fn	8001C680	char	src/char.c	fn_8001C680	exact	-	unnamed	2	955a51b3e27d	21f65332070d
fn	8001C724	char	src/char.c	Character_SelectGameShotType	exact	T1	renamed	1	6917bc54e9a1	6e517f0c2ebd
fn	8001C774	char	src/char.c	Character_SelectGameClub	exact	T1	renamed	1	a620f1cdbe51	118690cfd268
fn	8001C7FC	char	src/char.c	fn_8001C7FC	exact	-	unnamed	0	da39a3ee5e6b	59883e522115
fn	8001C804	char	src/char.c	fn_8001C804	exact	-	unnamed	1	992f910a9124	827f0def0b28
fn	8001C860	char	src/char.c	Character_SetupForShot	draft	T1	renamed	9	2f9dd5e29042	d76d58d6f156
