address	unit	tw07_name	tw07_file	line	score	conf	evidence
800BDA30	GoGolfCam	GolfCamera_InitShotSetupCamera	GoGolfCam.c	692	15	med	calls:3 CameraScript_InterpToNewScript,DynamicCam_ChoosePreFlightSeq; callers:1 CameraController_SetCameraMode; size x1.3
800BDBA4	GoGolfCam	GolfCamera_ProcessShotSetupCamera	GoGolfCam.c	779	6	low	callers:1 CameraController_Idle; size x1.1; gap 1/1
800BDC20	GoGolfCam	GolfCamera_InitZoomToAimCamera	GoGolfCam.c	795	17	med	flt:1; calls:3 EVENT_Trigger,GOLFERSTATE_GetCurrentState,Ter_GetEnclosingGr; callers:1 CameraController_SetCameraMode; size x1.6
800BDE54	GoGolfCam	GolfCamera_ProcessZoomToAimCamera	GoGolfCam.c	906	19	med	calls:4 CamScript_KeepAboveGround,CameraScript_LagAimMarker,EVENT_Tr; callers:1 CameraController_Idle; size x1.5
800BE504	GoGolfCam	GolfCamera_InitGreenZoomToAimCamera	GoGolfCam.c	1556	19	med	flt:2; calls:3 EVENT_Trigger,GOLFERSTATE_GetCurrentState,Ter_GetEnclosingGr; callers:1 CameraController_SetCameraMode; size x1.4
800BE828	GoGolfCam	GolfCamera_ProcessGreenZoomToAimCamera	GoGolfCam.c	1703	15	med	calls:3 CamScript_KeepAboveGround,CameraScript_LagAimMarker,EVENT_Tr; callers:1 CameraController_Idle; size x1.5
800BEEB0	GoGolfCam	GolfCamera_InitSteepSlopeCamera	GoGolfCam.c	1952	21	high	str:1 'STEEPSLOPE CAM'; calls:2 CameraScript_RecordCurrentCam,GolfCamera_ComputeSteepSlopeCa; callers:1 CameraController_SetCameraMode; size x1.1
800BEF28	GoGolfCam	GolfCamera_ProcessSteepSlopeCamera	GoGolfCam.c	1980	7	low	calls:1 GolfCamera_ComputeSteepSlopeCamVectors; callers:1 CameraController_Idle; size x1.0
800BEFAC	GoGolfCam	GolfCamera_InitElevatorCamera	GoGolfCam.c	2001	23	high	str:1 'ELEVATOR CAM'; flt:1; calls:2 CameraScript_InterpToNewScript,CameraScript_RecordCurrentCam; callers:1 CameraController_SetCameraMode; size x1.2
800BF184	GoGolfCam	GolfCamera_ProcessPlaceBallCamera	GoGolfCam.c	2466	11	med	calls:2 CamScript_KeepAboveGround,Ter_CheckForGroundCollision; callers:1 CameraController_Idle; size x2.4
800BF5E4	GoGolfCam	CameraDebug_InitOrbitGolferCamera	GoDebugCam.c	985	6	low	callers:1 CameraController_SetCameraMode; size x2.5; gap 1/1
800BF658	GoGolfCam	CameraDebug_ProcessOrbitGolferCamera	GoDebugCam.c	1024	6	low	flt:2; callers:1 CameraController_Idle; size x0.8
800BFC80	GoGolfCam	GolfCamera_InitGreenRollCamera	GoGolfCam.c	3514	4	low	flt:1; callers:1 CameraController_SetCameraMode; size x4.0
800BFE00	GoGolfCam	GolfCamera_ProcessGreenRollCamera	GoGolfCam.c	3721	7	low	calls:1 CamScript_KeepAboveGround; callers:1 CameraController_Idle; size x2.9
800C0624	GoGolfCam	CamAnimDebug_CameraEditViewEnter	GoCamAnimDebug.c	1101	6	low	flt:1; calls:1 CameraScript_InterpToNewScript; size x2.1
800C06C8	GoGolfCam	CameraDebug_InitStaticDebugCamera	GoDebugCam.c	1157	4	low	calls:1 CamScript_RunScript; size x1.4
800C0914	GoGolfCam	GolfCamera_ProcessFlyByCamera	GoGolfCam.c	5714	7	low	calls:1 CamScript_RunFlybyCamera; callers:1 CameraController_Idle; size x1.5
800C0A30	GoGolfCam	GolfCamera_InitPreShotCamera	GoGolfCam.c	5978	23	high	calls:5 CameraScript_InterpToNewScript,DynamicCam_ChoosePreFlightSeq; callers:1 CameraController_SetCameraMode; size x1.7
800C0C0C	GoGolfCam	GolfCamera_ProcessPreShotCamera	GoGolfCam.c	6107	15	med	calls:3 CamScript_RunScript,CameraScript_InterpToNewScript,DynamicCa; callers:1 CameraController_Idle; size x1.1
800C0D70	GoGolfCam	GolfCamera_InitSwingCamera	GoGolfCam.c	6282	19	med	calls:4 CameraScript_InterpToNewScript,CameraScript_WillGolferBeOccl; callers:1 CameraController_SetCameraMode; size x1.2
800C1338	GoGolfCam	GolfCamera_ProcessSwingCamera	GoGolfCam.c	6993	7	low	calls:1 CamScript_RunScript; callers:1 CameraController_Idle; size x2.7
800C1530	GoGolfCam	GolfCamera_ProcessReplaySwingCamera	GoGolfCam.c	7331	7	low	calls:1 CamScript_RunScript; callers:1 CameraController_Idle; size x3.0
800C1670	GoGolfCam	GolfCamera_Init3ScreenCamera	GoGolfCam.c	7529	4	low	calls:1 ComicCam_StartComicCam; size x1.2
800C16C4	GoGolfCam	CamAnimDebug_CrACCamCallback	GoCamAnimDebug.c	2132	4	low	calls:1 CameraController_SetCameraMode; size x2.4
800C1824	GoGolfCam	GolfCamera_InitHeartBeatCamera	GoGolfCam.c	7605	21	high	flt:1; calls:4 CameraScript_InterpToNewScript,CameraScript_WillGolferBeOccl; callers:1 CameraController_SetCameraMode; size x1.1
800C1A08	GoGolfCam	GolfCamera_ProcessHeartBeatCamera	GoGolfCam.c	7668	19	med	calls:4 CamScript_RunScript,CameraScript_InterpToNewScript,CameraScr; callers:1 CameraController_Idle; size x1.1
800C1C50	GoGolfCam	GolfCamera_InitShutterCamera	GoGolfCam.c	7771	13	med	flt:1; calls:2 CameraScript_InterpToNewScript,DynamicCam_ChooseScript; callers:1 CameraController_SetCameraMode; size x1.0
800C1D3C	GoGolfCam	GolfCamera_ProcessShutterCamera	GoGolfCam.c	7805	16	med	flt:1; calls:3 CamScript_RunScript,CameraScript_InterpToNewScript,DynamicCa; callers:1 CameraController_Idle; size x0.8
800C2514	GoGolfCam	GolfCamera_ProcessBallFlightCamera	GoGolfCam.c	8166	23	high	calls:5 CamScript_RunScript,CameraScript_InterpToNewScript,CameraScr; callers:1 CameraController_Idle; size x1.5
800C2C80	GoGolfCam	GolfCamera_InitPostShotCamera	GoGolfCam.c	8750	26	high	calls:5 CameraScript_InterpToNewScript,DynamicCam_ChooseScriptInSequ; callers:2 CameraController_SetCameraMode,GolfCamer; size x1.1
800C2ED8	GoGolfCam	GolfCamera_ProcessPostShotCamera	GoGolfCam.c	8880	33	high	flt:3; calls:6 CamScript_RunFlybyCamera,CamScript_RunScript,CameraScript_Re; callers:1 CameraController_Idle; size x1.5
800C324C	GoGolfCam	GolfCamera_InitInHoleCamera	GoGolfCam.c	9024	14	med	calls:2 GOLFERSTATE_GetCurrentState,GolfCamera_ChooseReactionCam; callers:2 CameraController_SetCameraMode,GolfCamer; size x1.2
800C336C	GoGolfCam	GolfCamera_ProcessInHoleCamera	GoGolfCam.c	9096	5	low	calls:1 GolfCamera_InitInHoleCamera; callers:1 CameraController_Idle; size x0.6
800C3478	GoGolfCam	GolfCamera_InitScoreCardCamera	GoGolfCam.c	9129	6	low	callers:1 CameraController_SetCameraMode; size x1.0; gap 1/2
800C34F8	GoGolfCam	GolfCamera_ProcessScoreCardCamera	GoGolfCam.c	9143	6	low	callers:1 CameraController_Idle; size x2.0; gap 2/2
800C353C	GoGolfCam	GolfCamera_InitTutorialWaitCamera	GoGolfCam.c	9159	16	med	str:1 'TUTORIAL WAIT'; flt:2; callers:1 CameraController_SetCameraMode; size x0.8
800C37FC	GoGolfCam	GolfCamera_ProcessTutorialWaitCamera	GoGolfCam.c	9239	7	low	calls:1 CamScript_RunScript; callers:1 CameraController_Idle; size x1.2
800C38BC	GoGolfCam	GolfCamera_InitFECamera	GoGolfCam.c	9812	15	med	flt:2; calls:2 CameraScript_InterpToNewScript,DynamicCam_ChooseScript; callers:1 CameraController_SetCameraMode; size x1.2
800C39A8	GoGolfCam	GolfCamera_ProcessFECamera	GoGolfCam.c	9848	14	med	calls:3 CamScript_RunFEScript,CameraScript_InterpToNewScript,Dynamic; callers:1 CameraController_Idle; size x0.8
800C3C40	GoGolfCam	GolfCamera_SwitchCrAPCamera	GoGolfCam.c	9909	18	med	flt:1; calls:4 CamScript_RunFEScript,CameraScript_InterpToNewScript,CameraS; size x1.9
800C44A8	GoGolfCam	GolfCamera_Choose3ScreenCam	GoGolfCam.c	10723	7	low	callers:4 GolfCamera_InitBallFlightCamera,STATEFUN; size x0.2
800C44CC	GoGolfCam	GolfCamera_ChooseHeartBeatCam	GoGolfCam.c	10738	6	low	callers:2 STATEFUNC_ReplaySwingInit,STATEFUNC_Swin; size x1.0
800C44E0	GoGolfCam	GolfCamera_ChooseShutterCam	GoGolfCam.c	10752	6	low	callers:2 STATEFUNC_ReplaySwingInit,STATEFUNC_Swin; size x1.0
800C4604	GoGolfCam	GolfCamera_SteepSlopeCamCheckCollision	GoGolfCam.c	10831	4	low	calls:1 Ter_CheckForGroundCollision; size x1.7
800C4650	GoGolfCam	GolfCamera_NeedSteepSlopeCam	GoGolfCam.c	10853	6	low	callers:1 STATEFUNC_ElevatorInit; size x1.1; gap 1/1
800C4724	GoGolfCam	GolfCamera_ComputeSteepSlopeCamVectors	GoGolfCam.c	10910	12	med	flt:1; calls:1 Ter_CheckForGroundCollision; callers:2 GolfCamera_InitSteepSlopeCamera,GolfCame; size x1.8
800C4AB0	GoGolfCam	GolfCamera_ClampLookAngle	GoGolfCam.c	11086	5	low	flt:1; callers:1 GolfCamera_ComputeSteepSlopeCamVectors; size x1.6
800C4DF8	GoGolfCam	GolfCamera_GetAlternateSwingCamera	GoGolfCam.c	11205	6	low	calls:1 DynamicCam_ChooseScript; callers:1 GolfCamera_InitSwingCamera; size x0.8
800C4E80	GoGolfCam	GolfCamera_vSwitchToNextAlternateSwingCamera	GoGolfCam.c	11267	7	low	calls:1 CameraScript_InterpToNewScript; callers:1 GM_CheckForShotChanges; size x1.4
800C54FC	GoGolfCam	CamAnimDebug_ResetGolferState	GoCamAnimDebug.c	3885	8	low	calls:2 EVENT_Trigger,Mem_cpy; size x1.5
800C5D64	GoGolfCam	ComicCam_CheckForCameraSwitch	GoComicCam.c	730	12	med	calls:3 CameraScript_InterpToNewScript,CameraScript_WillGolferBeOccl; size x1.8
800C6110	GoGolfCam	GolfCamera_ChooseReactionCam	GoGolfCam.c	12208	16	med	flt:1; calls:2 CameraScript_InterpToNewScript,DynamicCam_ChooseScriptInSequ; callers:2 GolfCamera_InitInHoleCamera,GolfCamera_I; size x1.7
800C6358	GoGolfCam	GolfCamera_CutToGolferDoneAnimatingCam	GoGolfCam.c	12318	28	high	flt:1; calls:5 CameraScript_InterpToNewScript,CameraScript_RecordCurrentCam; callers:2 GolfCamera_ProcessPostShotCamera,STATEFU; size x1.2
800C6618	GoGolfCam	GolfCamera_ChooseSpecialSwing	GoGolfCam.c	12489	6	low	calls:1 CameraScript_IsDefaultSwingCam; callers:1 STATEFUNC_SwingUpdate; size x0.8
800C6B7C	GoGolfCam	GolfCamera_ReplaySwingSpeed	GoGolfCam.c	12828	6	low	callers:2 STATEFUNC_ReplaySwingInit,STATEFUNC_Repl; size x2.8
800C6D64	GoGolfCam	GolfCamera_IsSuperZoomCamActive	GoGolfCam.c	13135	6	low	callers:2 GolfCamera_ProcessBallFlightCamera,STATE; size x1.4
800C6D80	GoGolfCam	GolfCamera_IsSlowMoSwingCamActive	GoGolfCam.c	13141	3	low	size x1.4; gap 1/1
800C6D9C	GoGolfCam	GolfCamera_IsFreezeTimeActive	GoGolfCam.c	13147	6	low	callers:2 CamScript_CheckOutOfBounds,STATEFUNC_Sim; size x1.1
800C6F14	GoGolfCam	GolfCamera_IsThereAPostPreShotCamera	GoGolfCam.c	13217	4	low	calls:1 DynamicCam_ChooseScriptInSequence; size x1.1
800C7140	GoGolfCam	GolfCamera_SetCameraMatrixMode	GoGolfCam.c	13425	12	med	callers:4 CameraScript_GoToNewScript,CameraScript_; size x2.3
800C714C	GoGolfCam	GolfCamera_IsScriptMatrixModeOn	GoGolfCam.c	13430	6	low	callers:2 CamScript_RunScript,GameEffects_BallUpda; size x2.3
800C7158	GoGolfCam	GolfCamera_SetPostShowPostShotAnimations	GoGolfCam.c	13435	3	low	size x1.0; gap 1/1
800C7160	GoGolfCam	GolfCamera_ShowPostShotAnimations	GoGolfCam.c	13440	6	low	callers:2 GolfCamera_InitInHoleCamera,GolfCamera_I; size x1.0
800C808C	GoBreakLine	BreakLine::InitModule	GoBreakLine.c	326	5	low	file:gobreakline.c; callers:1 GO_vInitIG; size x2.2
800C844C	GoBreakLine	BreakLine::Render	GoBreakLine.c	705	4	low	calls:1 EVENT_Trigger; size x2.0
800C8C70	GoBreakLine	BreakLine::Reset	GoBreakLine.c	875	21	high	flt:2; calls:2 Mem_cpy,Physics_ShotImpact; callers:3 GM_CheckForShotChanges,STATEFUNC_GreenMo; size x0.9
800CD404	SkinPart	ProShopAssetPreviewManager::SetupDefaultCamera	FE_ProShopPreviews.cpp	754	4	low	calls:1 memset; size x3.0
800CEF04	SkinPart	ProShopAssetPreviewManager::SetupBallsCamera	FE_ProShopPreviews.cpp	830	4	low	calls:1 memset; size x1.9
800CFE74	HoleScore	GameModeDriverPGATour::IsPuttForWin	GameModeDriver_PGATour.cpp	2962	4	low	calls:1 GM_PgaTourSim_GetBestOpponentRelativeScore; size x1.0
800D1DAC	SwingTips	AIBrain::ScrewItUp	AI_Brain.cpp	595	4	low	calls:1 Misc_RandFunc; size x1.3
800D2678	Calendar	CalDate_SetMDY	Calendar.c	109	6	low	callers:2 GameModeDriverRTE_GetNextEvent,TibExtCur; size x1.8
800D2714	Calendar	CalDate_GetMDY	Calendar.c	144	6	low	callers:2 GameModeDriverPGATour_GetEventByDate,Gam; size x1.7
800D3244	Earnings	_getNameString	AptActionInterpreter.cpp	1045	4	low	calls:1 memcpy; size x2.8
800D3478	Earnings	GM_Earnings_TournamentPayout	Earnings.c	178	4	low	flt:2; size x2.2
800D3548	Earnings	GM_Earnings_AwardMoney	Earnings.c	212	12	med	callers:4 GameModeAlternateShot_EndGame,GameModeBa; size x1.1
800D37BC	Earnings	GM_Earnings_GetStrokeWinningsTeam	Earnings.c	427	6	low	callers:2 GameModeAlternateShot_EndGame,GameModeFo; size x1.7
800D750C	Earnings	GM_Earnings_AwardTrophyBall	Earnings.c	1293	4	low	calls:1 Mem_cpy; size x1.4
800D85DC	Earnings	CharModelMgrCharacterInstance::FindGeomByName	twChar.cpp	1947	4	low	calls:1 strcmp; size x1.1
800D8FE4	Earnings	GM_RecordIndividualShotStats	Earnings.c	1532	7	low	calls:1 Ter_GetSupportingWorldMaterial; callers:1 GM_PlayerTookShot; size x1.5
800DA6D0	GameHoleContests	GenericActor_InitActorInstance	GenericActor.cpp	273	6	low	calls:2 sprintf,strcmp; size x0.5
800DAE84	GameEffects	GameEffects_ResetGameEffectSettings	GameEffects.c	121	16	med	calls:1 EVENT_Trigger; callers:8 GM_InitForHole,GM_RestartHole,STATEFUNC_; size x1.2
800DAF74	GameEffects	GameEffects_ResetGameEffectTimeSettings	GameEffects.c	157	6	low	callers:2 GameEffects_ResetGameEffectSettings,STAT; size x1.3
800DB1C4	GameEffects	GameEffects_BallUpdatesThisFrame	GameEffects.c	173	16	med	calls:1 GOLFERSTATE_GetCurrentState; callers:7 CamAnimDebug_UpdateCamAnimRun,CamScript_; size x1.2
800DB30C	GameEffects	GameEffects_ScriptedGameBreakerBallHitTrigger	GameEffects.c	286	4	low	calls:1 EVENT_Trigger; size x1.1
800DBA50	GameEffects	GameEffects_InFlightGameBreakerTrigger	GameEffects.c	450	8	low	calls:2 DynamicCam_ChooseScriptInSequence,EVENT_Trigger; size x1.5
800DBDA8	GameEffects	GameEffects_EndGameBreaker	GameEffects.c	813	9	low	flt:1; calls:1 EVENT_Trigger; callers:1 STATEFUNC_SimulateUpdate; size x1.1
800DBF34	GameEffects	GameEffects_RenderGameBreakerEffects	GameEffects.c	880	3	low	size x1.9; gap 1/1
800DBFAC	GameEffects	GameEffects_RenderPredictedGB	GameEffects.c	921	4	low	flt:2; size x1.6
800DC18C	GameEffects	GameEffects_RenderScriptedGB	GameEffects.c	1144	4	low	flt:2; size x1.2
800DC290	GameEffects	GameEffects_DrawLetterBoxes	GameEffects.c	1203	5	low	flt:1; size x1.9; gap 1/1
800DC3A4	GameEffects	GameEffects_FieldOfViewChange	GameEffects.c	1246	16	med	flt:2; callers:5 CamScript_PutBackOnFairway,CamScript_Run; size x1.1
800DC45C	GameEffects	GameEffects_DepthOfFieldChange	GameEffects.c	1311	3	low	size x2.5; gap 1/2
800DC464	GameEffects	GameEffects_SimulateBall	GameEffects.c	1359	6	low	callers:1 CameraScript_UpdateLandingEstimate; size x1.4; gap 2/2
800DC498	GameEffects	GameEffects_SpinWindowDone	GameEffects.c	1373	4	low	calls:1 Mem_cpy; size x1.8
800DC524	GameEffects	GameEffects_SetSuperSlowMo	GameEffects.c	1457	16	med	calls:1 EVENT_Trigger; callers:4 GolfCamera_InitHeartBeatCamera,STATEFUNC; size x1.0
800DC9D4	GameEffects	GameEffects_Pause	GameEffects.c	1682	6	low	callers:2 STATEFUNC_MidHoleFlyByExit,STATEFUNC_Mid; size x0.9
800DCA94	GameEffects	GameEffects_GetLetterboxHeight	GameEffects.c	1721	4	low	flt:2; size x1.2
800DCE5C	GameManager	GM_EndOfGolferTurn	GameMode.c	577	29	high	calls:5 EVENT_Trigger,GM_CheckForAIConcede,GM_EndOfGolferTurn_HoleFi; callers:3 GM_DoPostShotInHoleUI,STATEFUNC_FadeToTa; size x2.4
800DCF98	GameManager	GM_EndOfGolferTurn_HoleFinished	GameMode.c	660	15	med	calls:3 EVENT_Trigger,GM_EndOfGolferTurn_GameFinished,GM_HoleFinishe; callers:1 GM_EndOfGolferTurn; size x3.6
800DD080	GameManager	GM_EndOfGolferTurn_GameFinished	GameMode.c	757	15	med	calls:3 CameraController_SetCameraMode,EVENT_Trigger,GOLFERSTATE_Set; callers:1 GM_EndOfGolferTurn_HoleFinished; size x2.5
800DD1E0	GameManager	GM_HoleFinished_GameNotFinished	GameMode.c	895	7	low	calls:1 GOLFERSTATE_Set; callers:1 GM_EndOfGolferTurn_HoleFinished; size x2.1
800DD2A8	GameManager	GM_CheckForAIConcede	GameMode.c	951	6	low	callers:1 GM_EndOfGolferTurn; size x2.7; gap 1/3
800DD3A4	GameManager	GM_BallHit	GameMode.c	998	6	low	callers:1 STATEFUNC_SwingUpdate; size x1.3; gap 2/3
800DD40C	GameManager	GM_PlayerAddStroke	GameMode.c	1037	6	low	callers:1 GM_PlayerTookShot; size x2.3; gap 3/3
800DD904	GameManager	GM_BumpBallForObstructions	GameMode.c	1319	15	med	calls:3 Physics_DropBall,Physics_InitBall,Ter_CheckObjectAndHazardOb; callers:1 STATEFUNC_ShowYardageExit; size x1.6
800DDA14	GameManager	GM_PlayerTookShot	GameMode.c	1390	15	med	calls:3 GM_CheckBallForUIHints,GM_CheckForBallOOB,GM_PlayerAddStroke; callers:1 STATEFUNC_SimulateUpdate; size x1.7
800DDDC8	GameManager	GM_PlayerTakeMulligan	GameMode.c	1651	14	med	calls:2 GOLFERSTATE_GetCurrentState,GOLFERSTATE_Switch; callers:2 GM_DoPostShotInHoleUI,STATEFUNC_Simulate; size x1.9
800DDFB4	GameManager	GM_DoPreshotAnimation	GameMode.c	1832	11	med	calls:2 Misc_RandFunc,Ter_CheckObjectAndHazardObstruction; callers:1 STATEFUNC_PreShotInit; size x0.9
800DE180	GameManager	GM_ShowPostShotAnimation	GameMode.c	1892	11	med	calls:3 Misc_RandFunc,Ter_GetEnclosingGroundData,Ter_PointInOOBNetwo; size x0.8
800DE7D8	GameManager	GM_ShowPostShotCrowdFlyby	GameMode.c	2128	6	low	callers:2 GolfCamera_InitPostShotCamera,GolfCamera; size x1.4
800DE828	GameManager	GM_FlyByMode_Init	GameMode.c	2144	4	low	calls:1 GOLFERSTATE_Push; size x1.3
800DE930	GameManager	GM_RestartHole	GameMode.c	2250	4	low	calls:1 GameEffects_ResetGameEffectSettings; size x1.5
800DEA44	GameManager	GM_ReplaceOOBBall	GameMode.c	2310	15	med	calls:3 Physics_DropBall,Physics_InitBall,Ter_PointInOOBNetwork; callers:1 STATEFUNC_ShowYardageUpdate; size x1.9
800DEB5C	GameManager	GM_ReplaceLateralHazardBall	GameMode.c	2346	8	low	calls:2 Physics_DropBall,Physics_InitBall; size x1.6
800DEC34	GameManager	GM_GolferConcede_Hole	GameMode.c	2388	7	low	calls:1 GOLFERSTATE_Switch; callers:1 GM_EndOfGolferTurn; size x2.3
800DED60	GameManager	GM_MovePlayerToBall	GameMode.c	2458	15	med	flt:1; calls:1 Ter_GetEnclosingGroundHeight; callers:3 STATEFUNC_InitialFlyByInit,STATEFUNC_Pre; size x1.6
800DEE4C	GameManager	GM_CheckForShotChanges	GameMode.c	2856	30	high	calls:8 BreakLine_Reset,Character_AlignShotWithTarget,EVENT_Trigger,; callers:2 STATEFUNC_GreenMorphUpdate,STATEFUNC_Swi; size x2.0
800DF280	GameManager	GM_DoPostShotInHoleUI	GameMode.c	3025	25	high	calls:4 GM_EndOfGolferTurn,GM_PlayerTakeMulligan,GOLFERSTATE_Switch,; callers:3 STATEFUNC_ConcededUpdate,STATEFUNC_InThe; size x1.6
800DF824	GameManager	GM_SimulateBallMovement	GameMode.c	3272	27	high	flt:4; calls:4 EVENT_Trigger,GameEffects_BallUpdatesThisFrame,Misc_RandFunc; callers:1 STATEFUNC_SimulateUpdate; size x2.2
800E0334	GameManager	GM_vGetAllTimeRecordsHeld	GameMode.c	3664	5	low	calls:1 strcmp; callers:1 GM_GetBonusProgress; size x0.5
800E0564	GameManager	GM_GetGameProgress	GameMode.c	3692	2	low	size x0.7; gap 1/1
800E0854	GameManager	GM_GetBonusProgress	GameMode.c	3747	4	low	flt:1; calls:1 GM_vGetAllTimeRecordsHeld; size x0.6
800E0A90	GameManager	GameManager::GetGameMode	GameManager.cpp	459	6	low	callers:2 GM_EndOfGolferTurn,GM_EndOfGolferTurn_Ho; size x1.0
800E1904	GameRound	GM_PgaTourSim_GetBestOpponentRelativeScore	PGATourSimulation.c	2812	12	med	callers:4 GameModeDriverPGATour_GetCurrentLead,Gam; size x1.7
800E2BA4	GameRound	CSpectatorBehavior::AimAtSpectatorUpdate	spectatorBehavior.cpp	326	4	low	calls:1 Misc_RandFunc; size x1.9
800E3B28	GameUI	GUI_Init	GameUI.c	177	6	low	callers:2 GM_InitForHole,GM_RestartHole; size x2.5
800E3D38	GameUI	GUI_ToggleUI	GameUI.c	298	5	low	callers:18 GM_BallHit,GM_CheckForShotChanges,GM_Gol; size x0.1
800E415C	GameUI	GUI_IsPauseMenuOpen	GameUI.c	436	6	low	callers:2 GM_Update,GOLFERSTATE_Update; size x3.0
800E4164	GameUI	GUI_StartPostShotUI	GameUI.c	445	9	low	callers:3 GM_CheckBallForUIHints,GM_CheckForBallOO; size x1.0
800E41C8	GameUI	GUI_FlagPostShotRequest	GameUI.c	455	6	low	callers:1 GM_GolferConcede_Hole; size x2.3; gap 1/2
800E41D4	GameUI	GUI_AdvancePostShotUI	GameUI.c	464	3	low	size x2.7; gap 2/2
800E4204	GameUI	GUI_HideAllHelpTips	GameUI.c	475	9	low	callers:3 GM_EndOfGolferTurn,GM_PlayerTakeMulligan; size x3.1
800E4254	GameUI	GUI_IsPostShotUIAnimating	GameUI.c	508	6	low	callers:2 GM_DoPostShotInHoleUI,STATEFUNC_ShowYard; size x1.1
800E4364	GameUI	GUI_QueUIMessageMessage	GameUI.c	647	9	low	callers:3 GameModeAlternateShot_EndGame,GameModeBa; size x3.8
800E45C0	GameUI	GUI_GolfersTiedUIMessage	GameUI.c	850	12	med	callers:7 GameModeAlternateShot_GameFinished,GameM; size x2.3
800E46B4	GameUI	GUI_CheckMessageQue	GameUI.c	1196	6	low	callers:3 GM_DoPostShotInHoleUI,GM_Update,STATEFUN; size x0.4
800E6C10	GameModeAlternateShot	GameModeAlternateShot::SetupNextGolfer	GameMode_AlternateShot.cpp	84	4	low	calls:1 GOLFERSTATE_Set; size x2.6
800E7038	GameModeAlternateShot	GameModeAlternateShot::HoleFinished	GameMode_AlternateShot.cpp	265	8	low	calls:2 GameModeAlternateShot_TeamBestPossibleScore,GameModeAlternat; size x1.8
800E723C	GameModeAlternateShot	GameModeAlternateShot::GameFinished	GameMode_AlternateShot.cpp	352	8	low	calls:2 GUI_GolfersTiedUIMessage,GameModeAlternateShot_TeamMatchWins; size x1.6
800E7474	GameModeAlternateShot	GameModeAlternateShot::GoToPlayoff	GameMode_AlternateShot.cpp	422	8	low	calls:2 GUI_GolfersTiedUIMessage,GameModeAlternateShot_TeamMatchWins; size x1.1
800E7740	GameModeAlternateShot	GameModeAlternateShot::EndHole	GameMode_AlternateShot.cpp	493	3	low	size x2.2; gap 1/1
800E7828	GameModeAlternateShot	GameModeAlternateShot::EndGame	GameMode_AlternateShot.cpp	550	8	low	calls:2 GM_Earnings_AwardMoney,GameModeAlternateShot_TeamMatchWins; size x2.1
800E7CBC	GameModeBattle	GameModeBattle::EndGame	GameMode_Battle.cpp	128	8	low	calls:2 GM_Earnings_AwardMoney,GameModeBattle_NumRemovableClubsLeft; size x1.8
800E7E64	GameModeBattle	GameModeBattle::ClubIsRequired	GameMode_Battle.cpp	342	6	low	callers:2 GameModeBattle_NumRemovableClubsLeft,Gam; size x1.0
800E7E88	GameModeBattle	GameModeBattle::NumRemovableClubsLeft	GameMode_Battle.cpp	370	10	med	calls:1 GameModeBattle_ClubIsRequired; callers:2 GameModeBattle_EndGame,GameModeBattle_Ga; size x1.5
800E9178	GameModeFourBall	GameModeFourBall::GetHonors	GameMode_FourBall.cpp	64	8	low	calls:2 GameModeFourBall_GetPlayerTeam,GameModeFourBall_TeamDone; size x1.9
800E948C	GameModeFourBall	GameModeFourBall::HoleFinished	GameMode_FourBall.cpp	242	16	med	calls:4 GameModeFourBall_TeamBestPossibleScore,GameModeFourBall_Team; size x1.2
800E96B8	GameModeFourBall	GameModeFourBall::GameFinished	GameMode_FourBall.cpp	297	8	low	calls:2 GUI_GolfersTiedUIMessage,GameModeFourBall_TeamMatchWins; size x1.6
800E98F0	GameModeFourBall	GameModeFourBall::GoToPlayoff	GameMode_FourBall.cpp	366	8	low	calls:2 GUI_GolfersTiedUIMessage,GameModeFourBall_TeamMatchWins; size x1.1
800E9BBC	GameModeFourBall	GameModeFourBall::CanPlayerHelp	GameMode_FourBall.cpp	648	7	low	calls:2 GameModeFourBall_TeamBestPossibleScore,GameModeFourBall_Team; size x0.7
800E9CF4	GameModeFourBall	GameModeFourBall::GetCurrentScoreString	GameMode_FourBall.cpp	691	4	low	calls:1 GameModeFourBall_TeamMatchWins; size x1.1
800EA548	GameModeMatch	GameModeMatch::GameFinished	GameMode_Match.cpp	364	7	low	calls:1 GUI_GolfersTiedUIMessage; callers:1 GameModeBattle_GameFinished; size x1.1
800EAB44	GameModeMatch	GameModeMatch::AwardWinnings	GameMode_Match.cpp	654	4	low	calls:1 GM_Earnings_AwardMoney; size x1.5
800EC170	GameMode5	FE_CrAP_GetRandomSliderValue	FE_CrAPUtils.c	883	4	low	calls:1 Misc_RandFunc; size x2.1
800EDFC0	GameModeDriverPGATour	GameModeDriverPGATour::Locale_PgaTourMode_LoadPGAnFromStream	GameModeDriver_PGATour.cpp	393	4	low	calls:1 Mem_cpy; size x2.6
800EE5B4	GameModeDriverPGATour	GameModeDriverPGATour::IsPuttForLead	GameModeDriver_PGATour.cpp	2943	8	low	calls:2 GM_PgaTourSim_GetBestOpponentPlayoffHoleScore,GM_PgaTourSim_; size x1.3
800EE778	GameModeDriverPGATour	GameModeDriverPGATour::GetCurrentLead	GameModeDriver_PGATour.cpp	2990	8	low	calls:2 GM_PgaTourSim_GetBestOpponentPlayoffHoleScore,GM_PgaTourSim_; size x1.6
